tic_id,period,duration,depth,t0,bls_power,label
100229772,9.462777042380731,0.1,0.0029462231328011164,1318.3190160856345,0.04306692778855127,1
100229772,9.462777042380731,0.1,0.0029462231328011164,1318.3190160856345,0.04306692778855127,1
100229772,9.462777042380731,0.1,0.0029462231328011164,1318.3190160856345,0.04306692778855127,1
100229772,9.462777042380731,0.1,0.0029462231328011164,1318.3190160856345,0.04306692778855127,0
100229772,9.462777042380731,0.1,0.0029462231328011164,1318.3190160856345,0.04306692778855127,0
100229772,9.462777042380731,0.1,0.0029462231328011164,1318.3190160856345,0.04306692778855127,0
100229772,9.462777042380731,0.1,0.0029462231328011164,1318.3190160856345,0.04306692778855127,0
100229772,9.462777042380731,0.1,0.0029462231328011164,1318.3190160856345,0.04306692778855127,0
114048386,12.824253113057534,0.1,0.005412178388662223,1311.4998497438096,0.07911345656351144,0
114048386,12.824253113057534,0.1,0.005412178388662223,1311.4998497438096,0.07911345656351144,0
114048386,12.824253113057534,0.1,0.005412178388662223,1311.4998497438096,0.07911345656351144,0
114048386,12.824253113057534,0.1,0.005412178388662223,1311.4998497438096,0.07911345656351144,0
114048386,12.824253113057534,0.1,0.005412178388662223,1311.4998497438096,0.07911345656351144,0
114391324,10.721535900910443,0.1,0.002187307172545203,1312.0657370919625,0.03197334207400084,0
114391324,10.721535900910443,0.1,0.002187307172545203,1312.0657370919625,0.03197334207400084,0
114391324,10.721535900910443,0.1,0.002187307172545203,1312.0657370919625,0.03197334207400084,0
114391324,10.721535900910443,0.1,0.002187307172545203,1312.0657370919625,0.03197334207400084,0
114391324,10.721535900910443,0.1,0.002187307172545203,1312.0657370919625,0.03197334207400084,0
141024724,0.9575893001760923,0.02,0.0007999882950701255,1311.394758692613,0.016165698184942737,1
141024724,0.9575893001760923,0.02,0.0007999882950701255,1311.394758692613,0.016165698184942737,1
141024724,0.9575893001760923,0.02,0.0007999882950701255,1311.394758692613,0.016165698184942737,1
141024724,0.9575893001760923,0.02,0.0007999882950701255,1311.394758692613,0.016165698184942737,0
141024724,0.9575893001760923,0.02,0.0007999882950701255,1311.394758692613,0.016165698184942737,0
141024724,0.9575893001760923,0.02,0.0007999882950701255,1311.394758692613,0.016165698184942737,0
141024724,0.9575893001760923,0.02,0.0007999882950701255,1311.394758692613,0.016165698184942737,0
141024724,0.9575893001760923,0.02,0.0007999882950701255,1311.394758692613,0.016165698184942737,0
149176684,6.401330493824978,0.1,0.04508211362009763,1314.5857401477767,0.7595621981143563,1
149176684,6.401330493824978,0.1,0.04508211362009763,1314.5857401477767,0.7595621981143563,1
149176684,6.401330493824978,0.1,0.04508211362009763,1314.5857401477767,0.7595621981143563,1
149176684,6.401330493824978,0.1,0.04508211362009763,1314.5857401477767,0.7595621981143563,0
149176684,6.401330493824978,0.1,0.04508211362009763,1314.5857401477767,0.7595621981143563,0
149176684,6.401330493824978,0.1,0.04508211362009763,1314.5857401477767,0.7595621981143563,0
149176684,6.401330493824978,0.1,0.04508211362009763,1314.5857401477767,0.7595621981143563,0
149176684,6.401330493824978,0.1,0.04508211362009763,1314.5857401477767,0.7595621981143563,0
128917881,0.8079109459028897,0.04,0.00383276759743004,1311.1993531770004,0.11859283347949888,1
128917881,0.8079109459028897,0.04,0.00383276759743004,1311.1993531770004,0.11859283347949888,1
128917881,0.8079109459028897,0.04,0.00383276759743004,1311.1993531770004,0.11859283347949888,1
128917881,0.8079109459028897,0.04,0.00383276759743004,1311.1993531770004,0.11859283347949888,0
128917881,0.8079109459028897,0.04,0.00383276759743004,1311.1993531770004,0.11859283347949888,0
128917881,0.8079109459028897,0.04,0.00383276759743004,1311.1993531770004,0.11859283347949888,0
128917881,0.8079109459028897,0.04,0.00383276759743004,1311.1993531770004,0.11859283347949888,0
128917881,0.8079109459028897,0.04,0.00383276759743004,1311.1993531770004,0.11859283347949888,0
100265076,1.3104759399121284,0.06,0.001221877644818418,1311.8571202573241,0.036221095291466054,0
100265076,1.3104759399121284,0.06,0.001221877644818418,1311.8571202573241,0.036221095291466054,0
100265076,1.3104759399121284,0.06,0.001221877644818418,1311.8571202573241,0.036221095291466054,0
100265076,1.3104759399121284,0.06,0.001221877644818418,1311.8571202573241,0.036221095291466054,0
100265076,1.3104759399121284,0.06,0.001221877644818418,1311.8571202573241,0.036221095291466054,0
1479793,0.91483159085278,0.08,0.020092842864227745,1311.0118684350355,0.8102961876383538,0
1479793,0.91483159085278,0.08,0.020092842864227745,1311.0118684350355,0.8102961876383538,0
1479793,0.91483159085278,0.08,0.020092842864227745,1311.0118684350355,0.8102961876383538,0
1479793,0.91483159085278,0.08,0.020092842864227745,1311.0118684350355,0.8102961876383538,0
1479793,0.91483159085278,0.08,0.020092842864227745,1311.0118684350355,0.8102961876383538,0
166315714,21.715813462719726,0.1,0.008685362756150155,1311.5272903062073,0.10384994915850587,0
166315714,21.715813462719726,0.1,0.008685362756150155,1311.5272903062073,0.10384994915850587,0
166315714,21.715813462719726,0.1,0.008685362756150155,1311.5272903062073,0.10384994915850587,0
166315714,21.715813462719726,0.1,0.008685362756150155,1311.5272903062073,0.10384994915850587,0
166315714,21.715813462719726,0.1,0.008685362756150155,1311.5272903062073,0.10384994915850587,0
149125418,14.318155988557256,0.02,0.009432696316619775,1313.726028092817,0.049878323422719244,1
149125418,14.318155988557256,0.02,0.009432696316619775,1313.726028092817,0.049878323422719244,1
149125418,14.318155988557256,0.02,0.009432696316619775,1313.726028092817,0.049878323422719244,1
149125418,14.318155988557256,0.02,0.009432696316619775,1313.726028092817,0.049878323422719244,0
149125418,14.318155988557256,0.02,0.009432696316619775,1313.726028092817,0.049878323422719244,0
149125418,14.318155988557256,0.02,0.009432696316619775,1313.726028092817,0.049878323422719244,0
149125418,14.318155988557256,0.02,0.009432696316619775,1313.726028092817,0.049878323422719244,0
149125418,14.318155988557256,0.02,0.009432696316619775,1313.726028092817,0.049878323422719244,0
150438041,10.323137012582425,0.06,0.005756880938237179,1314.34388690912,0.06208849949061513,1
150438041,10.323137012582425,0.06,0.005756880938237179,1314.34388690912,0.06208849949061513,1
150438041,10.323137012582425,0.06,0.005756880938237179,1314.34388690912,0.06208849949061513,1
150438041,10.323137012582425,0.06,0.005756880938237179,1314.34388690912,0.06208849949061513,0
150438041,10.323137012582425,0.06,0.005756880938237179,1314.34388690912,0.06208849949061513,0
150438041,10.323137012582425,0.06,0.005756880938237179,1314.34388690912,0.06208849949061513,0
150438041,10.323137012582425,0.06,0.005756880938237179,1314.34388690912,0.06208849949061513,0
150438041,10.323137012582425,0.06,0.005756880938237179,1314.34388690912,0.06208849949061513,0
149126810,3.4572485563204873,0.1,0.0363521929625316,1312.3898515462092,0.8598476867679871,0
149126810,3.4572485563204873,0.1,0.0363521929625316,1312.3898515462092,0.8598476867679871,0
149126810,3.4572485563204873,0.1,0.0363521929625316,1312.3898515462092,0.8598476867679871,0
149126810,3.4572485563204873,0.1,0.0363521929625316,1312.3898515462092,0.8598476867679871,0
149126810,3.4572485563204873,0.1,0.0363521929625316,1312.3898515462092,0.8598476867679871,0
