tic_id,period,duration,depth,t0,bls_power,label
100229772,14.165058831518634,0.02,49076.668583429724,1324.647627186967,49075.44660047114,1
100229772,14.165058831518634,0.02,49076.668583429724,1324.647627186967,49075.44660047114,0
100229772,14.165058831518634,0.02,49076.668583429724,1324.647627186967,49075.44660047114,0
100229772,14.165058831518634,0.02,49076.668583429724,1324.647627186967,49075.44660047114,0
100229772,14.165058831518634,0.02,49076.668583429724,1324.647627186967,49075.44660047114,0
100229772,14.165058831518634,0.02,49076.668583429724,1324.647627186967,49075.44660047114,0
100265076,14.163626035903805,0.02,11003.241205179844,1324.6497313567938,11002.967230323156,1
100265076,14.163626035903805,0.02,11003.241205179844,1324.6497313567938,11002.967230323156,0
100265076,14.163626035903805,0.02,11003.241205179844,1324.6497313567938,11002.967230323156,0
100265076,14.163626035903805,0.02,11003.241205179844,1324.6497313567938,11002.967230323156,0
100265076,14.163626035903805,0.02,11003.241205179844,1324.6497313567938,11002.967230323156,0
100265076,14.163626035903805,0.02,11003.241205179844,1324.6497313567938,11002.967230323156,0
114048386,14.16491882185674,0.02,62645.18353670831,1324.6484608511955,62643.623704940415,1
114048386,14.16491882185674,0.02,62645.18353670831,1324.6484608511955,62643.623704940415,0
114048386,14.16491882185674,0.02,62645.18353670831,1324.6484608511955,62643.623704940415,0
114048386,14.16491882185674,0.02,62645.18353670831,1324.6484608511955,62643.623704940415,0
114048386,14.16491882185674,0.02,62645.18353670831,1324.6484608511955,62643.623704940415,0
114048386,14.16491882185674,0.02,62645.18353670831,1324.6484608511955,62643.623704940415,0
114391324,14.164737674329805,0.02,32074.412213923835,1324.6483482002795,32073.61357811046,1
114391324,14.164737674329805,0.02,32074.412213923835,1324.6483482002795,32073.61357811046,0
114391324,14.164737674329805,0.02,32074.412213923835,1324.6483482002795,32073.61357811046,0
114391324,14.164737674329805,0.02,32074.412213923835,1324.6483482002795,32073.61357811046,0
114391324,14.164737674329805,0.02,32074.412213923835,1324.6483482002795,32073.61357811046,0
114391324,14.164737674329805,0.02,32074.412213923835,1324.6483482002795,32073.61357811046,0
